dataset,strategy,breakdown,group,top_k,total_examples,total_characters,top_k_correct_words,top_k_accuracy,saved_keystrokes,saved_keystroke_ratio
mobile_sms,s2,by_edit_type,substitution+insertion,1,15,70,13,0.8666666666666667,7,0.1
mobile_sms,s2,by_edit_type,substitution+insertion,2,15,70,15,1.0,14,0.2
mobile_sms,s2,by_edit_type,substitution+insertion,3,15,70,15,1.0,15,0.21428571428571427
mobile_sms,s2,by_edit_type,substitution+insertion,4,15,70,15,1.0,19,0.2714285714285714
mobile_sms,s2,by_edit_type,substitution+substitution,1,5,21,4,0.8,0,0.0
mobile_sms,s2,by_edit_type,substitution+substitution,2,5,21,4,0.8,2,0.09523809523809523
mobile_sms,s2,by_edit_type,substitution+substitution,3,5,21,4,0.8,3,0.14285714285714285
mobile_sms,s2,by_edit_type,substitution+substitution,4,5,21,4,0.8,5,0.23809523809523808
mobile_sms,s2,by_edit_type,substitution+transposition,1,11,48,7,0.6363636363636364,10,0.20833333333333334
mobile_sms,s2,by_edit_type,substitution+transposition,2,11,48,9,0.8181818181818182,12,0.25
mobile_sms,s2,by_edit_type,substitution+transposition,3,11,48,10,0.9090909090909091,12,0.25
mobile_sms,s2,by_edit_type,substitution+transposition,4,11,48,10,0.9090909090909091,14,0.2916666666666667
mobile_sms,s2,by_edit_type,transposition+deletion,1,6,34,3,0.5,10,0.29411764705882354
mobile_sms,s2,by_edit_type,transposition+deletion,2,6,34,4,0.6666666666666666,11,0.3235294117647059
mobile_sms,s2,by_edit_type,transposition+deletion,3,6,34,4,0.6666666666666666,12,0.35294117647058826
mobile_sms,s2,by_edit_type,transposition+deletion,4,6,34,4,0.6666666666666666,12,0.35294117647058826
mobile_sms,s2,by_edit_type,transposition+insertion,1,6,26,5,0.8333333333333334,2,0.07692307692307693
mobile_sms,s2,by_edit_type,transposition+insertion,2,6,26,6,1.0,2,0.07692307692307693
mobile_sms,s2,by_edit_type,transposition+insertion,3,6,26,6,1.0,4,0.15384615384615385
mobile_sms,s2,by_edit_type,transposition+insertion,4,6,26,6,1.0,4,0.15384615384615385
mobile_sms,s2,by_edit_type,transposition+substitution,1,9,49,5,0.5555555555555556,11,0.22448979591836735
mobile_sms,s2,by_edit_type,transposition+substitution,2,9,49,5,0.5555555555555556,15,0.30612244897959184
mobile_sms,s2,by_edit_type,transposition+substitution,3,9,49,6,0.6666666666666666,18,0.3673469387755102
mobile_sms,s2,by_edit_type,transposition+substitution,4,9,49,7,0.7777777777777778,19,0.3877551020408163
mobile_sms,s2,by_edit_type,transposition+transposition,1,3,12,2,0.6666666666666666,3,0.25
mobile_sms,s2,by_edit_type,transposition+transposition,2,3,12,2,0.6666666666666666,3,0.25
mobile_sms,s2,by_edit_type,transposition+transposition,3,3,12,2,0.6666666666666666,4,0.3333333333333333
mobile_sms,s2,by_edit_type,transposition+transposition,4,3,12,2,0.6666666666666666,4,0.3333333333333333
mobile_sms,s2,by_edit_operation,deletion,1,25,152,7,0.28,26,0.17105263157894737
mobile_sms,s2,by_edit_operation,deletion,2,25,152,12,0.48,37,0.24342105263157895
mobile_sms,s2,by_edit_operation,deletion,3,25,152,15,0.6,53,0.34868421052631576
mobile_sms,s2,by_edit_operation,deletion,4,25,152,15,0.6,55,0.3618421052631579
mobile_sms,s2,by_edit_operation,insertion,1,49,230,38,0.7755102040816326,23,0.1
mobile_sms,s2,by_edit_operation,insertion,2,49,230,46,0.9387755102040817,36,0.1565217391304348
mobile_sms,s2,by_edit_operation,insertion,3,49,230,47,0.9591836734693877,48,0.20869565217391303
mobile_sms,s2,by_edit_operation,insertion,4,49,230,47,0.9591836734693877,55,0.2391304347826087
mobile_sms,s2,by_edit_operation,substitution,1,53,260,33,0.6226415094339622,32,0.12307692307692308
mobile_sms,s2,by_edit_operation,substitution,2,53,260,39,0.7358490566037735,55,0.21153846153846154
mobile_sms,s2,by_edit_operation,substitution,3,53,260,43,0.8113207547169812,73,0.28076923076923077
mobile_sms,s2,by_edit_operation,substitution,4,53,260,44,0.8301886792452831,82,0.3153846153846154
mobile_sms,s2,by_edit_operation,transposition,1,41,210,25,0.6097560975609756,43,0.20476190476190476
mobile_sms,s2,by_edit_operation,transposition,2,41,210,30,0.7317073170731707,51,0.24285714285714285
mobile_sms,s2,by_edit_operation,transposition,3,41,210,33,0.8048780487804879,60,0.2857142857142857
mobile_sms,s2,by_edit_operation,transposition,4,41,210,34,0.8292682926829268,64,0.3047619047619048
mobile_sms,s2,by_context_bin,1-2,1,8,36,3,0.375,2,0.05555555555555555
mobile_sms,s2,by_context_bin,1-2,2,8,36,5,0.625,3,0.08333333333333333
mobile_sms,s2,by_context_bin,1-2,3,8,36,6,0.75,5,0.1388888888888889
mobile_sms,s2,by_context_bin,1-2,4,8,36,7,0.875,5,0.1388888888888889
mobile_sms,s2,by_context_bin,11-20,1,29,153,12,0.41379310344827586,19,0.12418300653594772
mobile_sms,s2,by_context_bin,11-20,2,29,153,18,0.6206896551724138,24,0.1568627450980392
mobile_sms,s2,by_context_bin,11-20,3,29,153,20,0.6896551724137931,38,0.24836601307189543
mobile_sms,s2,by_context_bin,11-20,4,29,153,20,0.6896551724137931,40,0.26143790849673204
mobile_sms,s2,by_context_bin,21-50,1,11,56,9,0.8181818181818182,14,0.25
mobile_sms,s2,by_context_bin,21-50,2,11,56,10,0.9090909090909091,16,0.2857142857142857
mobile_sms,s2,by_context_bin,21-50,3,11,56,11,1.0,18,0.32142857142857145
mobile_sms,s2,by_context_bin,21-50,4,11,56,11,1.0,21,0.375
mobile_sms,s2,by_context_bin,3-5,1,17,74,13,0.7647058823529411,7,0.0945945945945946
mobile_sms,s2,by_context_bin,3-5,2,17,74,15,0.8823529411764706,15,0.20270270270270271
mobile_sms,s2,by_context_bin,3-5,3,17,74,15,0.8823529411764706,20,0.2702702702702703
mobile_sms,s2,by_context_bin,3-5,4,17,74,15,0.8823529411764706,21,0.28378378378378377
mobile_sms,s2,by_context_bin,6-10,1,33,175,25,0.7575757575757576,27,0.15428571428571428
mobile_sms,s2,by_context_bin,6-10,2,33,175,27,0.8181818181818182,42,0.24
mobile_sms,s2,by_context_bin,6-10,3,33,175,29,0.8787878787878788,50,0.2857142857142857
mobile_sms,s2,by_context_bin,6-10,4,33,175,29,0.8787878787878788,56,0.32
mobile_sms,s3,by_edit_type,deletion+deletion,1,4,28,1,0.25,5,0.17857142857142858
mobile_sms,s3,by_edit_type,deletion+deletion,2,4,28,1,0.25,5,0.17857142857142858
mobile_sms,s3,by_edit_type,deletion+deletion,3,4,28,2,0.5,8,0.2857142857142857
mobile_sms,s3,by_edit_type,deletion+deletion,4,4,28,2,0.5,8,0.2857142857142857
mobile_sms,s3,by_edit_type,deletion+insertion,1,3,11,0,0.0,0,0.0
mobile_sms,s3,by_edit_type,deletion+insertion,2,3,11,2,0.6666666666666666,1,0.09090909090909091
mobile_sms,s3,by_edit_type,deletion+insertion,3,3,11,2,0.6666666666666666,3,0.2727272727272727
mobile_sms,s3,by_edit_type,deletion+insertion,4,3,11,2,0.6666666666666666,3,0.2727272727272727
mobile_sms,s3,by_edit_type,deletion+substitution,1,4,23,1,0.25,4,0.17391304347826086
mobile_sms,s3,by_edit_type,deletion+substitution,2,4,23,1,0.25,5,0.21739130434782608
mobile_sms,s3,by_edit_type,deletion+substitution,3,4,23,1,0.25,5,0.21739130434782608
mobile_sms,s3,by_edit_type,deletion+substitution,4,4,23,1,0.25,5,0.21739130434782608
mobile_sms,s3,by_edit_type,deletion+transposition,1,2,13,1,0.5,3,0.23076923076923078
mobile_sms,s3,by_edit_type,deletion+transposition,2,2,13,2,1.0,5,0.38461538461538464
mobile_sms,s3,by_edit_type,deletion+transposition,3,2,13,2,1.0,5,0.38461538461538464
mobile_sms,s3,by_edit_type,deletion+transposition,4,2,13,2,1.0,5,0.38461538461538464
mobile_sms,s3,by_edit_type,insertion+deletion,1,1,7,1,1.0,4,0.5714285714285714
mobile_sms,s3,by_edit_type,insertion+deletion,2,1,7,1,1.0,4,0.5714285714285714
mobile_sms,s3,by_edit_type,insertion+deletion,3,1,7,1,1.0,4,0.5714285714285714
mobile_sms,s3,by_edit_type,insertion+deletion,4,1,7,1,1.0,6,0.8571428571428571
mobile_sms,s3,by_edit_type,insertion+insertion,1,16,75,14,0.875,6,0.08
mobile_sms,s3,by_edit_type,insertion+insertion,2,16,75,16,1.0,11,0.14666666666666667
mobile_sms,s3,by_edit_type,insertion+insertion,3,16,75,16,1.0,13,0.17333333333333334
mobile_sms,s3,by_edit_type,insertion+insertion,4,16,75,16,1.0,13,0.17333333333333334
mobile_sms,s3,by_edit_type,insertion+substitution,1,4,13,3,0.75,0,0.0
mobile_sms,s3,by_edit_type,insertion+substitution,2,4,13,3,0.75,0,0.0
mobile_sms,s3,by_edit_type,insertion+substitution,3,4,13,4,1.0,4,0.3076923076923077
mobile_sms,s3,by_edit_type,insertion+substitution,4,4,13,4,1.0,4,0.3076923076923077
mobile_sms,s3,by_edit_type,insertion+transposition,1,4,28,2,0.5,4,0.14285714285714285
mobile_sms,s3,by_edit_type,insertion+transposition,2,4,28,3,0.75,5,0.17857142857142858
mobile_sms,s3,by_edit_type,insertion+transposition,3,4,28,3,0.75,6,0.21428571428571427
mobile_sms,s3,by_edit_type,insertion+transposition,4,4,28,4,1.0,6,0.21428571428571427
mobile_sms,s3,by_edit_type,substitution+deletion,1,5,36,0,0.0,0,0.0
mobile_sms,s3,by_edit_type,substitution+deletion,2,5,36,2,0.4,7,0.19444444444444445
mobile_sms,s3,by_edit_type,substitution+deletion,3,5,36,3,0.6,16,0.4444444444444444
mobile_sms,s3,by_edit_type,substitution+deletion,4,5,36,3,0.6,16,0.4444444444444444
mobile_sms,s3,by_edit_type,substitution+insertion,1,15,70,13,0.8666666666666667,7,0.1
mobile_sms,s3,by_edit_type,substitution+insertion,2,15,70,14,0.9333333333333333,14,0.2
mobile_sms,s3,by_edit_type,substitution+insertion,3,15,70,15,1.0,15,0.21428571428571427
mobile_sms,s3,by_edit_type,substitution+insertion,4,15,70,15,1.0,19,0.2714285714285714
mobile_sms,s3,by_edit_type,substitution+substitution,1,5,21,4,0.8,0,0.0
mobile_sms,s3,by_edit_type,substitution+substitution,2,5,21,4,0.8,2,0.09523809523809523
mobile_sms,s3,by_edit_type,substitution+substitution,3,5,21,4,0.8,3,0.14285714285714285
mobile_sms,s3,by_edit_type,substitution+substitution,4,5,21,4,0.8,5,0.23809523809523808
mobile_sms,s3,by_edit_type,substitution+transposition,1,11,48,7,0.6363636363636364,11,0.22916666666666666
mobile_sms,s3,by_edit_type,substitution+transposition,2,11,48,9,0.8181818181818182,12,0.25
mobile_sms,s3,by_edit_type,substitution+transposition,3,11,48,10,0.9090909090909091,12,0.25
mobile_sms,s3,by_edit_type,substitution+transposition,4,11,48,10,0.9090909090909091,14,0.2916666666666667
mobile_sms,s3,by_edit_type,transposition+deletion,1,6,34,3,0.5,10,0.29411764705882354
mobile_sms,s3,by_edit_type,transposition+deletion,2,6,34,4,0.6666666666666666,11,0.3235294117647059
mobile_sms,s3,by_edit_type,transposition+deletion,3,6,34,4,0.6666666666666666,12,0.35294117647058826
mobile_sms,s3,by_edit_type,transposition+deletion,4,6,34,4,0.6666666666666666,12,0.35294117647058826
mobile_sms,s3,by_edit_type,transposition+insertion,1,6,26,6,1.0,2,0.07692307692307693
mobile_sms,s3,by_edit_type,transposition+insertion,2,6,26,6,1.0,2,0.07692307692307693
mobile_sms,s3,by_edit_type,transposition+insertion,3,6,26,6,1.0,4,0.15384615384615385
mobile_sms,s3,by_edit_type,transposition+insertion,4,6,26,6,1.0,5,0.19230769230769232
mobile_sms,s3,by_edit_type,transposition+substitution,1,9,49,5,0.5555555555555556,12,0.24489795918367346
mobile_sms,s3,by_edit_type,transposition+substitution,2,9,49,5,0.5555555555555556,15,0.30612244897959184
mobile_sms,s3,by_edit_type,transposition+substitution,3,9,49,6,0.6666666666666666,17,0.3469387755102041
mobile_sms,s3,by_edit_type,transposition+substitution,4,9,49,7,0.7777777777777778,19,0.3877551020408163
mobile_sms,s3,by_edit_type,transposition+transposition,1,3,12,2,0.6666666666666666,3,0.25
mobile_sms,s3,by_edit_type,transposition+transposition,2,3,12,2,0.6666666666666666,4,0.3333333333333333
mobile_sms,s3,by_edit_type,transposition+transposition,3,3,12,2,0.6666666666666666,4,0.3333333333333333
mobile_sms,s3,by_edit_type,transposition+transposition,4,3,12,2,0.6666666666666666,4,0.3333333333333333
mobile_sms,s3,by_edit_operation,deletion,1,25,152,7,0.28,26,0.17105263157894737
mobile_sms,s3,by_edit_operation,deletion,2,25,152,13,0.52,38,0.25
mobile_sms,s3,by_edit_operation,deletion,3,25,152,15,0.6,53,0.34868421052631576
mobile_sms,s3,by_edit_operation,deletion,4,25,152,15,0.6,55,0.3618421052631579
mobile_sms,s3,by_edit_operation,insertion,1,49,230,39,0.7959183673469388,23,0.1
mobile_sms,s3,by_edit_operation,insertion,2,49,230,45,0.9183673469387755,37,0.1608695652173913
mobile_sms,s3,by_edit_operation,insertion,3,49,230,47,0.9591836734693877,49,0.21304347826086956
mobile_sms,s3,by_edit_operation,insertion,4,49,230,48,0.9795918367346939,56,0.24347826086956523
mobile_sms,s3,by_edit_operation,substitution,1,53,260,33,0.6226415094339622,34,0.13076923076923078
mobile_sms,s3,by_edit_operation,substitution,2,53,260,38,0.7169811320754716,55,0.21153846153846154
mobile_sms,s3,by_edit_operation,substitution,3,53,260,43,0.8113207547169812,72,0.27692307692307694
mobile_sms,s3,by_edit_operation,substitution,4,53,260,44,0.8301886792452831,82,0.3153846153846154
mobile_sms,s3,by_edit_operation,transposition,1,41,210,26,0.6341463414634146,45,0.21428571428571427
mobile_sms,s3,by_edit_operation,transposition,2,41,210,31,0.7560975609756098,54,0.2571428571428571
mobile_sms,s3,by_edit_operation,transposition,3,41,210,33,0.8048780487804879,60,0.2857142857142857
mobile_sms,s3,by_edit_operation,transposition,4,41,210,35,0.8536585365853658,65,0.30952380952380953
mobile_sms,s3,by_context_bin,1-2,1,8,36,3,0.375,2,0.05555555555555555
mobile_sms,s3,by_context_bin,1-2,2,8,36,5,0.625,3,0.08333333333333333
mobile_sms,s3,by_context_bin,1-2,3,8,36,6,0.75,5,0.1388888888888889
mobile_sms,s3,by_context_bin,1-2,4,8,36,7,0.875,5,0.1388888888888889
mobile_sms,s3,by_context_bin,11-20,1,29,153,12,0.41379310344827586,19,0.12418300653594772
mobile_sms,s3,by_context_bin,11-20,2,29,153,19,0.6551724137931034,26,0.16993464052287582
mobile_sms,s3,by_context_bin,11-20,3,29,153,20,0.6896551724137931,39,0.2549019607843137
mobile_sms,s3,by_context_bin,11-20,4,29,153,20,0.6896551724137931,40,0.26143790849673204
mobile_sms,s3,by_context_bin,21-50,1,11,56,9,0.8181818181818182,14,0.25
mobile_sms,s3,by_context_bin,21-50,2,11,56,10,0.9090909090909091,16,0.2857142857142857
mobile_sms,s3,by_context_bin,21-50,3,11,56,11,1.0,18,0.32142857142857145
mobile_sms,s3,by_context_bin,21-50,4,11,56,11,1.0,21,0.375
mobile_sms,s3,by_context_bin,3-5,1,17,74,14,0.8235294117647058,8,0.10810810810810811
mobile_sms,s3,by_context_bin,3-5,2,17,74,14,0.8235294117647058,15,0.20270270270270271
mobile_sms,s3,by_context_bin,3-5,3,17,74,15,0.8823529411764706,20,0.2702702702702703
mobile_sms,s3,by_context_bin,3-5,4,17,74,15,0.8823529411764706,22,0.2972972972972973
mobile_sms,s3,by_context_bin,6-10,1,33,175,25,0.7575757575757576,28,0.16
mobile_sms,s3,by_context_bin,6-10,2,33,175,27,0.8181818181818182,43,0.24571428571428572
mobile_sms,s3,by_context_bin,6-10,3,33,175,29,0.8787878787878788,49,0.28
mobile_sms,s3,by_context_bin,6-10,4,33,175,30,0.9090909090909091,56,0.32
