dataset,strategy,breakdown,group,top_k,total_examples,total_characters,top_k_correct_words,top_k_accuracy,saved_keystrokes,saved_keystroke_ratio
tinystories,s1,by_edit_operation,transposition,2,264,1286,261,0.9886363636363636,781,0.6073094867807154
tinystories,s1,by_edit_operation,transposition,3,264,1286,264,1.0,830,0.645412130637636
tinystories,s1,by_edit_operation,transposition,4,264,1286,264,1.0,856,0.6656298600311042
tinystories,s1,by_context_bin,1-2,1,77,388,68,0.8831168831168831,156,0.4020618556701031
tinystories,s1,by_context_bin,1-2,2,77,388,71,0.922077922077922,189,0.48711340206185566
tinystories,s1,by_context_bin,1-2,3,77,388,73,0.948051948051948,218,0.5618556701030928
tinystories,s1,by_context_bin,1-2,4,77,388,75,0.974025974025974,227,0.5850515463917526
tinystories,s1,by_context_bin,11-20,1,243,1151,222,0.9135802469135802,577,0.5013032145960035
tinystories,s1,by_context_bin,11-20,2,243,1151,234,0.9629629629629629,664,0.576889661164205
tinystories,s1,by_context_bin,11-20,3,243,1151,237,0.9753086419753086,700,0.6081668114682884
tinystories,s1,by_context_bin,11-20,4,243,1151,238,0.9794238683127572,730,0.634231103388358
tinystories,s1,by_context_bin,21-50,1,13,62,13,1.0,35,0.5645161290322581
tinystories,s1,by_context_bin,21-50,2,13,62,13,1.0,35,0.5645161290322581
tinystories,s1,by_context_bin,21-50,3,13,62,13,1.0,37,0.5967741935483871
tinystories,s1,by_context_bin,21-50,4,13,62,13,1.0,37,0.5967741935483871
tinystories,s1,by_context_bin,3-5,1,227,1067,205,0.9030837004405287,481,0.450796626054358
tinystories,s1,by_context_bin,3-5,2,227,1067,216,0.9515418502202643,561,0.5257731958762887
tinystories,s1,by_context_bin,3-5,3,227,1067,221,0.973568281938326,612,0.5735707591377694
tinystories,s1,by_context_bin,3-5,4,227,1067,223,0.9823788546255506,639,0.598875351452671
tinystories,s1,by_context_bin,6-10,1,439,2098,392,0.8929384965831435,949,0.4523355576739752
tinystories,s1,by_context_bin,6-10,2,439,2098,412,0.9384965831435079,1147,0.5467111534795043
tinystories,s1,by_context_bin,6-10,3,439,2098,419,0.9544419134396356,1217,0.5800762631077216
tinystories,s1,by_context_bin,6-10,4,439,2098,421,0.958997722095672,1272,0.6062917063870352
tinystories,s2,by_edit_type,deletion+deletion,1,30,174,11,0.36666666666666664,43,0.2471264367816092
tinystories,s2,by_edit_type,deletion+deletion,2,30,174,15,0.5,63,0.3620689655172414
tinystories,s2,by_edit_type,deletion+deletion,3,30,174,17,0.5666666666666667,70,0.40229885057471265
tinystories,s2,by_edit_type,deletion+deletion,4,30,174,18,0.6,82,0.47126436781609193
tinystories,s2,by_edit_type,deletion+insertion,1,64,328,53,0.828125,129,0.3932926829268293
tinystories,s2,by_edit_type,deletion+insertion,2,64,328,57,0.890625,154,0.4695121951219512
tinystories,s2,by_edit_type,deletion+insertion,3,64,328,59,0.921875,166,0.5060975609756098
tinystories,s2,by_edit_type,deletion+insertion,4,64,328,60,0.9375,178,0.5426829268292683
tinystories,s2,by_edit_type,deletion+substitution,1,66,319,41,0.6212121212121212,123,0.38557993730407525
tinystories,s2,by_edit_type,deletion+substitution,2,66,319,48,0.7272727272727273,147,0.4608150470219436
tinystories,s2,by_edit_type,deletion+substitution,3,66,319,53,0.803030303030303,168,0.5266457680250783
tinystories,s2,by_edit_type,deletion+substitution,4,66,319,53,0.803030303030303,180,0.5642633228840125
tinystories,s2,by_edit_type,deletion+transposition,1,48,274,35,0.7291666666666666,121,0.4416058394160584
tinystories,s2,by_edit_type,deletion+transposition,2,48,274,41,0.8541666666666666,142,0.5182481751824818
tinystories,s2,by_edit_type,deletion+transposition,3,48,274,43,0.8958333333333334,158,0.5766423357664233
tinystories,s2,by_edit_type,deletion+transposition,4,48,274,45,0.9375,163,0.5948905109489051
tinystories,s2,by_edit_type,insertion+deletion,1,41,197,34,0.8292682926829268,77,0.39086294416243655
tinystories,s2,by_edit_type,insertion+deletion,2,41,197,35,0.8536585365853658,93,0.4720812182741117
tinystories,s2,by_edit_type,insertion+deletion,3,41,197,35,0.8536585365853658,100,0.5076142131979695
tinystories,s2,by_edit_type,insertion+deletion,4,41,197,37,0.9024390243902439,107,0.5431472081218274
tinystories,s2,by_edit_type,insertion+insertion,1,96,407,93,0.96875,138,0.33906633906633904
tinystories,s2,by_edit_type,insertion+insertion,2,96,407,94,0.9791666666666666,179,0.4398034398034398
tinystories,s2,by_edit_type,insertion+insertion,3,96,407,96,1.0,203,0.4987714987714988
tinystories,s2,by_edit_type,insertion+insertion,4,96,407,96,1.0,214,0.5257985257985258
tinystories,s2,by_edit_type,insertion+substitution,1,66,291,59,0.8939393939393939,82,0.281786941580756
tinystories,s2,by_edit_type,insertion+substitution,2,66,291,63,0.9545454545454546,108,0.3711340206185567
tinystories,s2,by_edit_type,insertion+substitution,3,66,291,65,0.9848484848484849,128,0.43986254295532645
tinystories,s2,by_edit_type,insertion+substitution,4,66,291,65,0.9848484848484849,135,0.4639175257731959
tinystories,s2,by_edit_type,insertion+transposition,1,56,253,48,0.8571428571428571,97,0.383399209486166
tinystories,s2,by_edit_type,insertion+transposition,2,56,253,52,0.9285714285714286,120,0.4743083003952569
tinystories,s2,by_edit_type,insertion+transposition,3,56,253,55,0.9821428571428571,130,0.5138339920948617
tinystories,s2,by_edit_type,insertion+transposition,4,56,253,56,1.0,142,0.5612648221343873
tinystories,s2,by_edit_type,substitution+deletion,1,52,267,28,0.5384615384615384,85,0.31835205992509363
tinystories,s2,by_edit_type,substitution+deletion,2,52,267,33,0.6346153846153846,111,0.4157303370786517
tinystories,s2,by_edit_type,substitution+deletion,3,52,267,36,0.6923076923076923,121,0.45318352059925093
tinystories,s2,by_edit_type,substitution+deletion,4,52,267,39,0.75,134,0.50187265917603
tinystories,s2,by_edit_type,substitution+insertion,1,73,348,67,0.9178082191780822,106,0.3045977011494253
tinystories,s2,by_edit_type,substitution+insertion,2,73,348,72,0.9863013698630136,138,0.39655172413793105
tinystories,s2,by_edit_type,substitution+insertion,3,73,348,73,1.0,156,0.4482758620689655
tinystories,s2,by_edit_type,substitution+insertion,4,73,348,73,1.0,167,0.47988505747126436
tinystories,s2,by_edit_type,substitution+substitution,1,59,273,45,0.7627118644067796,103,0.3772893772893773
tinystories,s2,by_edit_type,substitution+substitution,2,59,273,52,0.8813559322033898,130,0.47619047619047616
tinystories,s2,by_edit_type,substitution+substitution,3,59,273,52,0.8813559322033898,142,0.5201465201465202
tinystories,s2,by_edit_type,substitution+substitution,4,59,273,53,0.8983050847457628,148,0.5421245421245421
tinystories,s2,by_edit_type,substitution+transposition,1,78,345,54,0.6923076923076923,104,0.30144927536231886
tinystories,s2,by_edit_type,substitution+transposition,2,78,345,64,0.8205128205128205,139,0.4028985507246377
tinystories,s2,by_edit_type,substitution+transposition,3,78,345,68,0.8717948717948718,155,0.4492753623188406
tinystories,s2,by_edit_type,substitution+transposition,4,78,345,70,0.8974358974358975,171,0.4956521739130435
tinystories,s2,by_edit_type,transposition+deletion,1,42,226,31,0.7380952380952381,90,0.39823008849557523
tinystories,s2,by_edit_type,transposition+deletion,2,42,226,32,0.7619047619047619,103,0.4557522123893805
tinystories,s2,by_edit_type,transposition+deletion,3,42,226,33,0.7857142857142857,116,0.5132743362831859
tinystories,s2,by_edit_type,transposition+deletion,4,42,226,34,0.8095238095238095,121,0.5353982300884956
tinystories,s2,by_edit_type,transposition+insertion,1,66,307,62,0.9393939393939394,97,0.31596091205211724
tinystories,s2,by_edit_type,transposition+insertion,2,66,307,62,0.9393939393939394,131,0.42671009771986973
tinystories,s2,by_edit_type,transposition+insertion,3,66,307,64,0.9696969696969697,155,0.504885993485342
tinystories,s2,by_edit_type,transposition+insertion,4,66,307,64,0.9696969696969697,161,0.5244299674267101
tinystories,s2,by_edit_type,transposition+substitution,1,100,437,66,0.66,147,0.33638443935926776
tinystories,s2,by_edit_type,transposition+substitution,2,100,437,79,0.79,195,0.4462242562929062
tinystories,s2,by_edit_type,transposition+substitution,3,100,437,82,0.82,216,0.494279176201373
tinystories,s2,by_edit_type,transposition+substitution,4,100,437,85,0.85,222,0.5080091533180778
tinystories,s2,by_edit_type,transposition+transposition,1,62,320,51,0.8225806451612904,126,0.39375
tinystories,s2,by_edit_type,transposition+transposition,2,62,320,54,0.8709677419354839,149,0.465625
tinystories,s2,by_edit_type,transposition+transposition,3,62,320,56,0.9032258064516129,159,0.496875
tinystories,s2,by_edit_type,transposition+transposition,4,62,320,57,0.9193548387096774,168,0.525
tinystories,s2,by_edit_operation,deletion,1,343,1785,233,0.6793002915451894,668,0.3742296918767507
tinystories,s2,by_edit_operation,deletion,2,343,1785,261,0.760932944606414,813,0.45546218487394957
tinystories,s2,by_edit_operation,deletion,3,343,1785,276,0.8046647230320699,899,0.503641456582633
tinystories,s2,by_edit_operation,deletion,4,343,1785,286,0.8338192419825073,965,0.5406162464985994
tinystories,s2,by_edit_operation,insertion,1,462,2131,416,0.9004329004329005,726,0.340685124354763
tinystories,s2,by_edit_operation,insertion,2,462,2131,435,0.9415584415584416,923,0.4331299859221023
tinystories,s2,by_edit_operation,insertion,3,462,2131,447,0.9675324675324676,1038,0.48709526044110746
tinystories,s2,by_edit_operation,insertion,4,462,2131,451,0.9761904761904762,1104,0.5180666353824496
tinystories,s2,by_edit_operation,substitution,1,494,2280,360,0.728744939271255,750,0.32894736842105265
tinystories,s2,by_edit_operation,substitution,2,494,2280,411,0.8319838056680162,968,0.4245614035087719
tinystories,s2,by_edit_operation,substitution,3,494,2280,429,0.868421052631579,1086,0.4763157894736842
tinystories,s2,by_edit_operation,substitution,4,494,2280,438,0.8866396761133604,1157,0.5074561403508772
tinystories,s2,by_edit_operation,transposition,1,452,2162,347,0.7676991150442478,782,0.3617021276595745
tinystories,s2,by_edit_operation,transposition,2,452,2162,384,0.8495575221238938,979,0.4528214616096207
tinystories,s2,by_edit_operation,transposition,3,452,2162,401,0.8871681415929203,1089,0.503700277520814
tinystories,s2,by_edit_operation,transposition,4,452,2162,411,0.9092920353982301,1148,0.5309898242368177
tinystories,s2,by_context_bin,1-2,1,77,388,59,0.7662337662337663,113,0.2912371134020619
tinystories,s2,by_context_bin,1-2,2,77,388,64,0.8311688311688312,146,0.37628865979381443
tinystories,s2,by_context_bin,1-2,3,77,388,67,0.8701298701298701,176,0.4536082474226804
tinystories,s2,by_context_bin,1-2,4,77,388,68,0.8831168831168831,185,0.47680412371134023
tinystories,s2,by_context_bin,11-20,1,243,1151,194,0.7983539094650206,435,0.3779322328410078
tinystories,s2,by_context_bin,11-20,2,243,1151,210,0.8641975308641975,549,0.4769765421372719
tinystories,s2,by_context_bin,11-20,3,243,1151,221,0.9094650205761317,616,0.5351867940920938
tinystories,s2,by_context_bin,11-20,4,243,1151,225,0.9259259259259259,649,0.5638575152041703
tinystories,s2,by_context_bin,21-50,1,13,62,12,0.9230769230769231,28,0.45161290322580644
tinystories,s2,by_context_bin,21-50,2,13,62,12,0.9230769230769231,31,0.5
tinystories,s2,by_context_bin,21-50,3,13,62,12,0.9230769230769231,33,0.532258064516129
tinystories,s2,by_context_bin,21-50,4,13,62,12,0.9230769230769231,33,0.532258064516129
tinystories,s2,by_context_bin,3-5,1,227,1067,167,0.73568281938326,358,0.33552014995313967
tinystories,s2,by_context_bin,3-5,2,227,1067,191,0.8414096916299559,455,0.42642924086223055
tinystories,s2,by_context_bin,3-5,3,227,1067,199,0.8766519823788547,494,0.4629803186504217
tinystories,s2,by_context_bin,3-5,4,227,1067,205,0.9030837004405287,527,0.4939081537019681
tinystories,s2,by_context_bin,6-10,1,439,2098,346,0.7881548974943052,734,0.34985700667302194
tinystories,s2,by_context_bin,6-10,2,439,2098,376,0.856492027334852,921,0.43898951382268825
tinystories,s2,by_context_bin,6-10,3,439,2098,388,0.8838268792710706,1024,0.4880838894184938
tinystories,s2,by_context_bin,6-10,4,439,2098,395,0.8997722095671982,1099,0.5238322211630124
tinystories,s3,by_edit_type,deletion+deletion,1,30,174,11,0.36666666666666664,43,0.2471264367816092
tinystories,s3,by_edit_type,deletion+deletion,2,30,174,15,0.5,63,0.3620689655172414
tinystories,s3,by_edit_type,deletion+deletion,3,30,174,17,0.5666666666666667,70,0.40229885057471265
tinystories,s3,by_edit_type,deletion+deletion,4,30,174,18,0.6,82,0.47126436781609193
tinystories,s3,by_edit_type,deletion+insertion,1,64,328,53,0.828125,128,0.3902439024390244
tinystories,s3,by_edit_type,deletion+insertion,2,64,328,57,0.890625,152,0.4634146341463415
tinystories,s3,by_edit_type,deletion+insertion,3,64,328,59,0.921875,164,0.5
tinystories,s3,by_edit_type,deletion+insertion,4,64,328,60,0.9375,177,0.5396341463414634
tinystories,s3,by_edit_type,deletion+substitution,1,66,319,41,0.6212121212121212,123,0.38557993730407525
tinystories,s3,by_edit_type,deletion+substitution,2,66,319,48,0.7272727272727273,147,0.4608150470219436
tinystories,s3,by_edit_type,deletion+substitution,3,66,319,53,0.803030303030303,168,0.5266457680250783
tinystories,s3,by_edit_type,deletion+substitution,4,66,319,53,0.803030303030303,180,0.5642633228840125
tinystories,s3,by_edit_type,deletion+transposition,1,48,274,36,0.75,123,0.4489051094890511
tinystories,s3,by_edit_type,deletion+transposition,2,48,274,42,0.875,144,0.5255474452554745
tinystories,s3,by_edit_type,deletion+transposition,3,48,274,44,0.9166666666666666,159,0.5802919708029197
tinystories,s3,by_edit_type,deletion+transposition,4,48,274,45,0.9375,163,0.5948905109489051
tinystories,s3,by_edit_type,insertion+deletion,1,41,197,33,0.8048780487804879,76,0.38578680203045684
tinystories,s3,by_edit_type,insertion+deletion,2,41,197,34,0.8292682926829268,92,0.467005076142132
tinystories,s3,by_edit_type,insertion+deletion,3,41,197,35,0.8536585365853658,99,0.5025380710659898
tinystories,s3,by_edit_type,insertion+deletion,4,41,197,37,0.9024390243902439,107,0.5431472081218274
tinystories,s3,by_edit_type,insertion+insertion,1,96,407,93,0.96875,138,0.33906633906633904
tinystories,s3,by_edit_type,insertion+insertion,2,96,407,94,0.9791666666666666,178,0.43734643734643736
tinystories,s3,by_edit_type,insertion+insertion,3,96,407,96,1.0,202,0.4963144963144963
tinystories,s3,by_edit_type,insertion+insertion,4,96,407,96,1.0,213,0.5233415233415234
tinystories,s3,by_edit_type,insertion+substitution,1,66,291,59,0.8939393939393939,82,0.281786941580756
tinystories,s3,by_edit_type,insertion+substitution,2,66,291,63,0.9545454545454546,108,0.3711340206185567
tinystories,s3,by_edit_type,insertion+substitution,3,66,291,65,0.9848484848484849,128,0.43986254295532645
tinystories,s3,by_edit_type,insertion+substitution,4,66,291,65,0.9848484848484849,135,0.4639175257731959
tinystories,s3,by_edit_type,insertion+transposition,1,56,253,50,0.8928571428571429,98,0.38735177865612647
tinystories,s3,by_edit_type,insertion+transposition,2,56,253,53,0.9464285714285714,120,0.4743083003952569
tinystories,s3,by_edit_type,insertion+transposition,3,56,253,55,0.9821428571428571,130,0.5138339920948617
tinystories,s3,by_edit_type,insertion+transposition,4,56,253,56,1.0,142,0.5612648221343873
tinystories,s3,by_edit_type,substitution+deletion,1,52,267,28,0.5384615384615384,85,0.31835205992509363
tinystories,s3,by_edit_type,substitution+deletion,2,52,267,33,0.6346153846153846,110,0.41198501872659177
tinystories,s3,by_edit_type,substitution+deletion,3,52,267,36,0.6923076923076923,121,0.45318352059925093
tinystories,s3,by_edit_type,substitution+deletion,4,52,267,39,0.75,134,0.50187265917603
tinystories,s3,by_edit_type,substitution+insertion,1,73,348,67,0.9178082191780822,105,0.3017241379310345
tinystories,s3,by_edit_type,substitution+insertion,2,73,348,72,0.9863013698630136,138,0.39655172413793105
tinystories,s3,by_edit_type,substitution+insertion,3,73,348,73,1.0,156,0.4482758620689655
tinystories,s3,by_edit_type,substitution+insertion,4,73,348,73,1.0,167,0.47988505747126436
tinystories,s3,by_edit_type,substitution+substitution,1,59,273,45,0.7627118644067796,103,0.3772893772893773
tinystories,s3,by_edit_type,substitution+substitution,2,59,273,52,0.8813559322033898,130,0.47619047619047616
tinystories,s3,by_edit_type,substitution+substitution,3,59,273,52,0.8813559322033898,142,0.5201465201465202
tinystories,s3,by_edit_type,substitution+substitution,4,59,273,53,0.8983050847457628,148,0.5421245421245421
tinystories,s3,by_edit_type,substitution+transposition,1,78,345,54,0.6923076923076923,103,0.2985507246376812
tinystories,s3,by_edit_type,substitution+transposition,2,78,345,65,0.8333333333333334,140,0.4057971014492754
tinystories,s3,by_edit_type,substitution+transposition,3,78,345,70,0.8974358974358975,156,0.45217391304347826
tinystories,s3,by_edit_type,substitution+transposition,4,78,345,71,0.9102564102564102,171,0.4956521739130435
tinystories,s3,by_edit_type,transposition+deletion,1,42,226,32,0.7619047619047619,91,0.4026548672566372
tinystories,s3,by_edit_type,transposition+deletion,2,42,226,32,0.7619047619047619,103,0.4557522123893805
tinystories,s3,by_edit_type,transposition+deletion,3,42,226,33,0.7857142857142857,116,0.5132743362831859
tinystories,s3,by_edit_type,transposition+deletion,4,42,226,34,0.8095238095238095,121,0.5353982300884956
tinystories,s3,by_edit_type,transposition+insertion,1,66,307,62,0.9393939393939394,99,0.32247557003257327
tinystories,s3,by_edit_type,transposition+insertion,2,66,307,62,0.9393939393939394,132,0.42996742671009774
tinystories,s3,by_edit_type,transposition+insertion,3,66,307,64,0.9696969696969697,156,0.50814332247557
tinystories,s3,by_edit_type,transposition+insertion,4,66,307,65,0.9848484848484849,164,0.5342019543973942
tinystories,s3,by_edit_type,transposition+substitution,1,100,437,67,0.67,148,0.33867276887871856
tinystories,s3,by_edit_type,transposition+substitution,2,100,437,80,0.8,196,0.448512585812357
tinystories,s3,by_edit_type,transposition+substitution,3,100,437,83,0.83,216,0.494279176201373
tinystories,s3,by_edit_type,transposition+substitution,4,100,437,86,0.86,223,0.5102974828375286
tinystories,s3,by_edit_type,transposition+transposition,1,62,320,53,0.8548387096774194,128,0.4
tinystories,s3,by_edit_type,transposition+transposition,2,62,320,55,0.8870967741935484,149,0.465625
tinystories,s3,by_edit_type,transposition+transposition,3,62,320,56,0.9032258064516129,159,0.496875
tinystories,s3,by_edit_type,transposition+transposition,4,62,320,57,0.9193548387096774,170,0.53125
tinystories,s3,by_edit_operation,deletion,1,343,1785,234,0.6822157434402333,669,0.37478991596638656
tinystories,s3,by_edit_operation,deletion,2,343,1785,261,0.760932944606414,811,0.45434173669467787
tinystories,s3,by_edit_operation,deletion,3,343,1785,277,0.8075801749271136,897,0.5025210084033613
tinystories,s3,by_edit_operation,deletion,4,343,1785,286,0.8338192419825073,964,0.5400560224089636
tinystories,s3,by_edit_operation,insertion,1,462,2131,417,0.9025974025974026,726,0.340685124354763
tinystories,s3,by_edit_operation,insertion,2,462,2131,435,0.9415584415584416,920,0.43172219615204127
tinystories,s3,by_edit_operation,insertion,3,462,2131,447,0.9675324675324676,1035,0.48568747067104645
tinystories,s3,by_edit_operation,insertion,4,462,2131,452,0.9783549783549783,1105,0.5185358986391365
tinystories,s3,by_edit_operation,substitution,1,494,2280,361,0.7307692307692307,749,0.3285087719298246
tinystories,s3,by_edit_operation,substitution,2,494,2280,413,0.8360323886639676,969,0.425
tinystories,s3,by_edit_operation,substitution,3,494,2280,432,0.8744939271255061,1087,0.47675438596491226
tinystories,s3,by_edit_operation,substitution,4,494,2280,440,0.8906882591093117,1158,0.5078947368421053
tinystories,s3,by_edit_operation,transposition,1,452,2162,354,0.7831858407079646,790,0.3654024051803885
tinystories,s3,by_edit_operation,transposition,2,452,2162,389,0.8606194690265486,984,0.4551341350601295
tinystories,s3,by_edit_operation,transposition,3,452,2162,405,0.8960176991150443,1092,0.5050878815911193
tinystories,s3,by_edit_operation,transposition,4,452,2162,414,0.915929203539823,1154,0.5337650323774283
tinystories,s3,by_context_bin,1-2,1,77,388,59,0.7662337662337663,113,0.2912371134020619
tinystories,s3,by_context_bin,1-2,2,77,388,64,0.8311688311688312,146,0.37628865979381443
tinystories,s3,by_context_bin,1-2,3,77,388,68,0.8831168831168831,175,0.45103092783505155
tinystories,s3,by_context_bin,1-2,4,77,388,68,0.8831168831168831,186,0.4793814432989691
tinystories,s3,by_context_bin,11-20,1,243,1151,195,0.8024691358024691,435,0.3779322328410078
tinystories,s3,by_context_bin,11-20,2,243,1151,210,0.8641975308641975,549,0.4769765421372719
tinystories,s3,by_context_bin,11-20,3,243,1151,221,0.9094650205761317,614,0.5334491746307559
tinystories,s3,by_context_bin,11-20,4,243,1151,226,0.9300411522633745,649,0.5638575152041703
tinystories,s3,by_context_bin,21-50,1,13,62,12,0.9230769230769231,28,0.45161290322580644
tinystories,s3,by_context_bin,21-50,2,13,62,12,0.9230769230769231,31,0.5
tinystories,s3,by_context_bin,21-50,3,13,62,12,0.9230769230769231,33,0.532258064516129
tinystories,s3,by_context_bin,21-50,4,13,62,12,0.9230769230769231,33,0.532258064516129
tinystories,s3,by_context_bin,3-5,1,227,1067,169,0.7444933920704846,360,0.3373945641986879
tinystories,s3,by_context_bin,3-5,2,227,1067,192,0.8458149779735683,454,0.42549203373945643
tinystories,s3,by_context_bin,3-5,3,227,1067,200,0.8810572687224669,494,0.4629803186504217
tinystories,s3,by_context_bin,3-5,4,227,1067,206,0.9074889867841409,527,0.4939081537019681
tinystories,s3,by_context_bin,6-10,1,439,2098,349,0.7949886104783599,737,0.3512869399428027
tinystories,s3,by_context_bin,6-10,2,439,2098,379,0.8633257403189066,922,0.43946615824594853
tinystories,s3,by_context_bin,6-10,3,439,2098,390,0.8883826879271071,1026,0.4890371782650143
tinystories,s3,by_context_bin,6-10,4,439,2098,396,0.9020501138952164,1102,0.5252621544327931
wikitext2,s1,by_edit_type,deletion,1,204,1373,81,0.39705882352941174,345,0.25127458120903134
wikitext2,s1,by_edit_type,deletion,2,204,1373,100,0.49019607843137253,439,0.3197378004369993
wikitext2,s1,by_edit_type,deletion,3,204,1373,111,0.5441176470588235,495,0.3605243991260015
wikitext2,s1,by_edit_type,deletion,4,204,1373,116,0.5686274509803921,524,0.381646030589949
wikitext2,s1,by_edit_type,insertion,1,243,1482,220,0.9053497942386831,361,0.24358974358974358
wikitext2,s1,by_edit_type,insertion,2,243,1482,229,0.9423868312757202,456,0.3076923076923077
wikitext2,s1,by_edit_type,insertion,3,243,1482,232,0.9547325102880658,515,0.3475033738191633
wikitext2,s1,by_edit_type,insertion,4,243,1482,234,0.9629629629629629,544,0.36707152496626183
wikitext2,s1,by_edit_type,substitution,1,227,1436,187,0.8237885462555066,411,0.2862116991643454
wikitext2,s1,by_edit_type,substitution,2,227,1436,206,0.9074889867841409,575,0.40041782729805014
wikitext2,s1,by_edit_type,substitution,3,227,1436,213,0.9383259911894273,650,0.45264623955431754
wikitext2,s1,by_edit_type,substitution,4,227,1436,213,0.9383259911894273,680,0.4735376044568245
wikitext2,s1,by_edit_type,transposition,1,228,1457,173,0.7587719298245614,379,0.2601235415236788
wikitext2,s1,by_edit_type,transposition,2,228,1457,202,0.8859649122807017,537,0.3685655456417296
wikitext2,s1,by_edit_type,transposition,3,228,1457,208,0.9122807017543859,605,0.4152367879203844
wikitext2,s1,by_edit_type,transposition,4,228,1457,209,0.9166666666666666,650,0.4461221688400824
wikitext2,s1,by_edit_operation,deletion,1,204,1373,81,0.39705882352941174,345,0.25127458120903134
wikitext2,s1,by_edit_operation,deletion,2,204,1373,100,0.49019607843137253,439,0.3197378004369993
wikitext2,s1,by_edit_operation,deletion,3,204,1373,111,0.5441176470588235,495,0.3605243991260015
wikitext2,s1,by_edit_operation,deletion,4,204,1373,116,0.5686274509803921,524,0.381646030589949
wikitext2,s1,by_edit_operation,insertion,1,243,1482,220,0.9053497942386831,361,0.24358974358974358
wikitext2,s1,by_edit_operation,insertion,2,243,1482,229,0.9423868312757202,456,0.3076923076923077
wikitext2,s1,by_edit_operation,insertion,3,243,1482,232,0.9547325102880658,515,0.3475033738191633
wikitext2,s1,by_edit_operation,insertion,4,243,1482,234,0.9629629629629629,544,0.36707152496626183
wikitext2,s1,by_edit_operation,substitution,1,227,1436,187,0.8237885462555066,411,0.2862116991643454
wikitext2,s1,by_edit_operation,substitution,2,227,1436,206,0.9074889867841409,575,0.40041782729805014
wikitext2,s1,by_edit_operation,substitution,3,227,1436,213,0.9383259911894273,650,0.45264623955431754
wikitext2,s1,by_edit_operation,substitution,4,227,1436,213,0.9383259911894273,680,0.4735376044568245
wikitext2,s1,by_edit_operation,transposition,1,228,1457,173,0.7587719298245614,379,0.2601235415236788
wikitext2,s1,by_edit_operation,transposition,2,228,1457,202,0.8859649122807017,537,0.3685655456417296
wikitext2,s1,by_edit_operation,transposition,3,228,1457,208,0.9122807017543859,605,0.4152367879203844
wikitext2,s1,by_edit_operation,transposition,4,228,1457,209,0.9166666666666666,650,0.4461221688400824
wikitext2,s1,by_context_bin,1-2,1,24,150,19,0.7916666666666666,39,0.26
wikitext2,s1,by_context_bin,1-2,2,24,150,19,0.7916666666666666,59,0.3933333333333333
