dataset,strategy,breakdown,group,top_k,total_examples,total_characters,top_k_correct_words,top_k_accuracy,saved_keystrokes,saved_keystroke_ratio
tinystories,s1,by_context_bin,21-50,4,13,62,13,1.0,43,0.6935483870967742
tinystories,s1,by_context_bin,3-5,1,227,1067,186,0.8193832599118943,387,0.3626991565135895
tinystories,s1,by_context_bin,3-5,2,227,1067,199,0.8766519823788547,481,0.450796626054358
tinystories,s1,by_context_bin,3-5,3,227,1067,207,0.9118942731277533,526,0.492970946579194
tinystories,s1,by_context_bin,3-5,4,227,1067,212,0.933920704845815,551,0.5164011246485474
tinystories,s1,by_context_bin,6-10,1,439,2098,391,0.8906605922551253,963,0.45900857959961866
tinystories,s1,by_context_bin,6-10,2,439,2098,402,0.9157175398633257,1118,0.5328884652049571
tinystories,s1,by_context_bin,6-10,3,439,2098,410,0.9339407744874715,1186,0.5653002859866539
tinystories,s1,by_context_bin,6-10,4,439,2098,415,0.9453302961275627,1236,0.5891325071496664
tinystories,s2,by_edit_type,deletion+deletion,1,30,174,11,0.36666666666666664,42,0.2413793103448276
tinystories,s2,by_edit_type,deletion+deletion,2,30,174,14,0.4666666666666667,58,0.3333333333333333
tinystories,s2,by_edit_type,deletion+deletion,3,30,174,17,0.5666666666666667,68,0.39080459770114945
tinystories,s2,by_edit_type,deletion+deletion,4,30,174,17,0.5666666666666667,70,0.40229885057471265
tinystories,s2,by_edit_type,deletion+insertion,1,64,328,49,0.765625,123,0.375
tinystories,s2,by_edit_type,deletion+insertion,2,64,328,52,0.8125,147,0.4481707317073171
tinystories,s2,by_edit_type,deletion+insertion,3,64,328,56,0.875,155,0.4725609756097561
tinystories,s2,by_edit_type,deletion+insertion,4,64,328,56,0.875,173,0.5274390243902439
tinystories,s2,by_edit_type,deletion+substitution,1,66,319,38,0.5757575757575758,120,0.3761755485893417
tinystories,s2,by_edit_type,deletion+substitution,2,66,319,41,0.6212121212121212,138,0.43260188087774293
tinystories,s2,by_edit_type,deletion+substitution,3,66,319,43,0.6515151515151515,148,0.46394984326018807
tinystories,s2,by_edit_type,deletion+substitution,4,66,319,45,0.6818181818181818,153,0.47962382445141066
tinystories,s2,by_edit_type,deletion+transposition,1,48,274,31,0.6458333333333334,118,0.4306569343065693
tinystories,s2,by_edit_type,deletion+transposition,2,48,274,41,0.8541666666666666,146,0.5328467153284672
tinystories,s2,by_edit_type,deletion+transposition,3,48,274,43,0.8958333333333334,162,0.5912408759124088
tinystories,s2,by_edit_type,deletion+transposition,4,48,274,43,0.8958333333333334,165,0.6021897810218978
tinystories,s2,by_edit_type,insertion+deletion,1,41,197,34,0.8292682926829268,70,0.3553299492385787
tinystories,s2,by_edit_type,insertion+deletion,2,41,197,37,0.9024390243902439,90,0.45685279187817257
tinystories,s2,by_edit_type,insertion+deletion,3,41,197,37,0.9024390243902439,99,0.5025380710659898
tinystories,s2,by_edit_type,insertion+deletion,4,41,197,37,0.9024390243902439,103,0.5228426395939086
tinystories,s2,by_edit_type,insertion+insertion,1,96,407,86,0.8958333333333334,155,0.3808353808353808
tinystories,s2,by_edit_type,insertion+insertion,2,96,407,89,0.9270833333333334,177,0.4348894348894349
tinystories,s2,by_edit_type,insertion+insertion,3,96,407,89,0.9270833333333334,190,0.4668304668304668
tinystories,s2,by_edit_type,insertion+insertion,4,96,407,90,0.9375,199,0.48894348894348894
tinystories,s2,by_edit_type,insertion+substitution,1,66,291,54,0.8181818181818182,86,0.29553264604810997
tinystories,s2,by_edit_type,insertion+substitution,2,66,291,58,0.8787878787878788,105,0.36082474226804123
tinystories,s2,by_edit_type,insertion+substitution,3,66,291,61,0.9242424242424242,115,0.3951890034364261
tinystories,s2,by_edit_type,insertion+substitution,4,66,291,62,0.9393939393939394,123,0.422680412371134
tinystories,s2,by_edit_type,insertion+transposition,1,56,253,47,0.8392857142857143,85,0.3359683794466403
tinystories,s2,by_edit_type,insertion+transposition,2,56,253,52,0.9285714285714286,100,0.3952569169960474
tinystories,s2,by_edit_type,insertion+transposition,3,56,253,52,0.9285714285714286,112,0.4426877470355731
tinystories,s2,by_edit_type,insertion+transposition,4,56,253,53,0.9464285714285714,122,0.48221343873517786
tinystories,s2,by_edit_type,substitution+deletion,1,52,267,28,0.5384615384615384,93,0.34831460674157305
tinystories,s2,by_edit_type,substitution+deletion,2,52,267,32,0.6153846153846154,114,0.42696629213483145
tinystories,s2,by_edit_type,substitution+deletion,3,52,267,35,0.6730769230769231,121,0.45318352059925093
tinystories,s2,by_edit_type,substitution+deletion,4,52,267,37,0.7115384615384616,129,0.48314606741573035
tinystories,s2,by_edit_type,substitution+insertion,1,73,348,61,0.8356164383561644,103,0.2959770114942529
tinystories,s2,by_edit_type,substitution+insertion,2,73,348,67,0.9178082191780822,134,0.3850574712643678
tinystories,s2,by_edit_type,substitution+insertion,3,73,348,68,0.9315068493150684,146,0.41954022988505746
tinystories,s2,by_edit_type,substitution+insertion,4,73,348,68,0.9315068493150684,151,0.4339080459770115
tinystories,s2,by_edit_type,substitution+substitution,1,59,273,41,0.6949152542372882,104,0.38095238095238093
tinystories,s2,by_edit_type,substitution+substitution,2,59,273,46,0.7796610169491526,119,0.4358974358974359
tinystories,s2,by_edit_type,substitution+substitution,3,59,273,47,0.7966101694915254,125,0.45787545787545786
tinystories,s2,by_edit_type,substitution+substitution,4,59,273,49,0.8305084745762712,128,0.46886446886446886
tinystories,s2,by_edit_type,substitution+transposition,1,78,345,52,0.6666666666666666,116,0.336231884057971
tinystories,s2,by_edit_type,substitution+transposition,2,78,345,59,0.7564102564102564,150,0.43478260869565216
tinystories,s2,by_edit_type,substitution+transposition,3,78,345,63,0.8076923076923077,166,0.4811594202898551
tinystories,s2,by_edit_type,substitution+transposition,4,78,345,64,0.8205128205128205,174,0.5043478260869565
tinystories,s2,by_edit_type,transposition+deletion,1,42,226,33,0.7857142857142857,96,0.4247787610619469
tinystories,s2,by_edit_type,transposition+deletion,2,42,226,35,0.8333333333333334,102,0.45132743362831856
tinystories,s2,by_edit_type,transposition+deletion,3,42,226,36,0.8571428571428571,111,0.4911504424778761
tinystories,s2,by_edit_type,transposition+deletion,4,42,226,36,0.8571428571428571,118,0.5221238938053098
tinystories,s2,by_edit_type,transposition+insertion,1,66,307,60,0.9090909090909091,101,0.3289902280130293
tinystories,s2,by_edit_type,transposition+insertion,2,66,307,61,0.9242424242424242,124,0.40390879478827363
tinystories,s2,by_edit_type,transposition+insertion,3,66,307,61,0.9242424242424242,139,0.4527687296416938
tinystories,s2,by_edit_type,transposition+insertion,4,66,307,62,0.9393939393939394,149,0.48534201954397393
tinystories,s2,by_edit_type,transposition+substitution,1,100,437,70,0.7,158,0.36155606407322655
tinystories,s2,by_edit_type,transposition+substitution,2,100,437,77,0.77,206,0.47139588100686497
tinystories,s2,by_edit_type,transposition+substitution,3,100,437,82,0.82,222,0.5080091533180778
tinystories,s2,by_edit_type,transposition+substitution,4,100,437,85,0.85,234,0.5354691075514875
tinystories,s2,by_edit_type,transposition+transposition,1,62,320,51,0.8225806451612904,122,0.38125
tinystories,s2,by_edit_type,transposition+transposition,2,62,320,52,0.8387096774193549,146,0.45625
tinystories,s2,by_edit_type,transposition+transposition,3,62,320,55,0.8870967741935484,163,0.509375
tinystories,s2,by_edit_type,transposition+transposition,4,62,320,55,0.8870967741935484,164,0.5125
tinystories,s2,by_edit_operation,deletion,1,343,1785,224,0.6530612244897959,662,0.3708683473389356
tinystories,s2,by_edit_operation,deletion,2,343,1785,252,0.7346938775510204,795,0.44537815126050423
tinystories,s2,by_edit_operation,deletion,3,343,1785,267,0.7784256559766763,864,0.48403361344537815
tinystories,s2,by_edit_operation,deletion,4,343,1785,271,0.7900874635568513,911,0.5103641456582633
tinystories,s2,by_edit_operation,insertion,1,462,2131,391,0.8463203463203464,723,0.339277334584702
tinystories,s2,by_edit_operation,insertion,2,462,2131,416,0.9004329004329005,877,0.4115438761145002
tinystories,s2,by_edit_operation,insertion,3,462,2131,424,0.9177489177489178,956,0.44861567339277336
tinystories,s2,by_edit_operation,insertion,4,462,2131,428,0.9264069264069265,1020,0.4786485218207414
tinystories,s2,by_edit_operation,substitution,1,494,2280,344,0.6963562753036437,780,0.34210526315789475
tinystories,s2,by_edit_operation,substitution,2,494,2280,380,0.7692307692307693,966,0.4236842105263158
tinystories,s2,by_edit_operation,substitution,3,494,2280,399,0.8076923076923077,1043,0.45745614035087717
tinystories,s2,by_edit_operation,substitution,4,494,2280,410,0.8299595141700404,1092,0.4789473684210526
tinystories,s2,by_edit_operation,transposition,1,452,2162,344,0.7610619469026548,796,0.3681776133209991
tinystories,s2,by_edit_operation,transposition,2,452,2162,377,0.834070796460177,974,0.45050878815911194
tinystories,s2,by_edit_operation,transposition,3,452,2162,392,0.8672566371681416,1075,0.49722479185938945
tinystories,s2,by_edit_operation,transposition,4,452,2162,398,0.8805309734513275,1126,0.5208140610545791
tinystories,s2,by_context_bin,1-2,1,77,388,44,0.5714285714285714,63,0.16237113402061856
tinystories,s2,by_context_bin,1-2,2,77,388,51,0.6623376623376623,87,0.22422680412371135
tinystories,s2,by_context_bin,1-2,3,77,388,54,0.7012987012987013,100,0.25773195876288657
tinystories,s2,by_context_bin,1-2,4,77,388,57,0.7402597402597403,110,0.28350515463917525
tinystories,s2,by_context_bin,11-20,1,243,1151,202,0.831275720164609,507,0.44048653344917466
tinystories,s2,by_context_bin,11-20,2,243,1151,218,0.897119341563786,611,0.5308427454387489
tinystories,s2,by_context_bin,11-20,3,243,1151,225,0.9259259259259259,656,0.5699391833188532
tinystories,s2,by_context_bin,11-20,4,243,1151,228,0.9382716049382716,682,0.5925282363162467
tinystories,s2,by_context_bin,21-50,1,13,62,12,0.9230769230769231,26,0.41935483870967744
tinystories,s2,by_context_bin,21-50,2,13,62,12,0.9230769230769231,35,0.5645161290322581
tinystories,s2,by_context_bin,21-50,3,13,62,12,0.9230769230769231,35,0.5645161290322581
tinystories,s2,by_context_bin,21-50,4,13,62,12,0.9230769230769231,35,0.5645161290322581
tinystories,s2,by_context_bin,3-5,1,227,1067,149,0.6563876651982379,295,0.27647610121836924
tinystories,s2,by_context_bin,3-5,2,227,1067,168,0.7400881057268722,367,0.34395501405810686
tinystories,s2,by_context_bin,3-5,3,227,1067,175,0.7709251101321586,412,0.38612933458294285
tinystories,s2,by_context_bin,3-5,4,227,1067,179,0.788546255506608,430,0.4029990627928772
tinystories,s2,by_context_bin,6-10,1,439,2098,339,0.7722095671981777,801,0.3817921830314585
tinystories,s2,by_context_bin,6-10,2,439,2098,364,0.8291571753986332,956,0.45567206863679693
tinystories,s2,by_context_bin,6-10,3,439,2098,379,0.8633257403189066,1039,0.4952335557673975
tinystories,s2,by_context_bin,6-10,4,439,2098,383,0.8724373576309795,1098,0.5233555767397522
tinystories,s3,by_edit_type,deletion+deletion,1,30,174,11,0.36666666666666664,42,0.2413793103448276
tinystories,s3,by_edit_type,deletion+deletion,2,30,174,14,0.4666666666666667,58,0.3333333333333333
tinystories,s3,by_edit_type,deletion+deletion,3,30,174,17,0.5666666666666667,68,0.39080459770114945
tinystories,s3,by_edit_type,deletion+deletion,4,30,174,17,0.5666666666666667,70,0.40229885057471265
tinystories,s3,by_edit_type,deletion+insertion,1,64,328,49,0.765625,121,0.36890243902439024
tinystories,s3,by_edit_type,deletion+insertion,2,64,328,52,0.8125,147,0.4481707317073171
tinystories,s3,by_edit_type,deletion+insertion,3,64,328,56,0.875,155,0.4725609756097561
tinystories,s3,by_edit_type,deletion+insertion,4,64,328,56,0.875,173,0.5274390243902439
tinystories,s3,by_edit_type,deletion+substitution,1,66,319,38,0.5757575757575758,120,0.3761755485893417
tinystories,s3,by_edit_type,deletion+substitution,2,66,319,41,0.6212121212121212,138,0.43260188087774293
tinystories,s3,by_edit_type,deletion+substitution,3,66,319,43,0.6515151515151515,148,0.46394984326018807
tinystories,s3,by_edit_type,deletion+substitution,4,66,319,45,0.6818181818181818,153,0.47962382445141066
tinystories,s3,by_edit_type,deletion+transposition,1,48,274,32,0.6666666666666666,121,0.4416058394160584
tinystories,s3,by_edit_type,deletion+transposition,2,48,274,41,0.8541666666666666,147,0.5364963503649635
tinystories,s3,by_edit_type,deletion+transposition,3,48,274,43,0.8958333333333334,162,0.5912408759124088
tinystories,s3,by_edit_type,deletion+transposition,4,48,274,43,0.8958333333333334,165,0.6021897810218978
tinystories,s3,by_edit_type,insertion+deletion,1,41,197,34,0.8292682926829268,70,0.3553299492385787
tinystories,s3,by_edit_type,insertion+deletion,2,41,197,37,0.9024390243902439,90,0.45685279187817257
tinystories,s3,by_edit_type,insertion+deletion,3,41,197,37,0.9024390243902439,99,0.5025380710659898
tinystories,s3,by_edit_type,insertion+deletion,4,41,197,37,0.9024390243902439,103,0.5228426395939086
tinystories,s3,by_edit_type,insertion+insertion,1,96,407,86,0.8958333333333334,155,0.3808353808353808
tinystories,s3,by_edit_type,insertion+insertion,2,96,407,89,0.9270833333333334,177,0.4348894348894349
tinystories,s3,by_edit_type,insertion+insertion,3,96,407,89,0.9270833333333334,190,0.4668304668304668
tinystories,s3,by_edit_type,insertion+insertion,4,96,407,90,0.9375,199,0.48894348894348894
tinystories,s3,by_edit_type,insertion+substitution,1,66,291,54,0.8181818181818182,86,0.29553264604810997
tinystories,s3,by_edit_type,insertion+substitution,2,66,291,58,0.8787878787878788,105,0.36082474226804123
tinystories,s3,by_edit_type,insertion+substitution,3,66,291,61,0.9242424242424242,115,0.3951890034364261
tinystories,s3,by_edit_type,insertion+substitution,4,66,291,62,0.9393939393939394,123,0.422680412371134
tinystories,s3,by_edit_type,insertion+transposition,1,56,253,48,0.8571428571428571,85,0.3359683794466403
tinystories,s3,by_edit_type,insertion+transposition,2,56,253,52,0.9285714285714286,100,0.3952569169960474
tinystories,s3,by_edit_type,insertion+transposition,3,56,253,53,0.9464285714285714,112,0.4426877470355731
tinystories,s3,by_edit_type,insertion+transposition,4,56,253,53,0.9464285714285714,122,0.48221343873517786
tinystories,s3,by_edit_type,substitution+deletion,1,52,267,28,0.5384615384615384,93,0.34831460674157305
tinystories,s3,by_edit_type,substitution+deletion,2,52,267,32,0.6153846153846154,114,0.42696629213483145
tinystories,s3,by_edit_type,substitution+deletion,3,52,267,35,0.6730769230769231,121,0.45318352059925093
tinystories,s3,by_edit_type,substitution+deletion,4,52,267,37,0.7115384615384616,129,0.48314606741573035
tinystories,s3,by_edit_type,substitution+insertion,1,73,348,61,0.8356164383561644,103,0.2959770114942529
tinystories,s3,by_edit_type,substitution+insertion,2,73,348,67,0.9178082191780822,134,0.3850574712643678
tinystories,s3,by_edit_type,substitution+insertion,3,73,348,68,0.9315068493150684,146,0.41954022988505746
tinystories,s3,by_edit_type,substitution+insertion,4,73,348,68,0.9315068493150684,151,0.4339080459770115
tinystories,s3,by_edit_type,substitution+substitution,1,59,273,41,0.6949152542372882,104,0.38095238095238093
tinystories,s3,by_edit_type,substitution+substitution,2,59,273,46,0.7796610169491526,119,0.4358974358974359
tinystories,s3,by_edit_type,substitution+substitution,3,59,273,47,0.7966101694915254,125,0.45787545787545786
tinystories,s3,by_edit_type,substitution+substitution,4,59,273,49,0.8305084745762712,128,0.46886446886446886
tinystories,s3,by_edit_type,substitution+transposition,1,78,345,52,0.6666666666666666,116,0.336231884057971
tinystories,s3,by_edit_type,substitution+transposition,2,78,345,59,0.7564102564102564,150,0.43478260869565216
tinystories,s3,by_edit_type,substitution+transposition,3,78,345,63,0.8076923076923077,167,0.48405797101449277
tinystories,s3,by_edit_type,substitution+transposition,4,78,345,64,0.8205128205128205,175,0.5072463768115942
tinystories,s3,by_edit_type,transposition+deletion,1,42,226,33,0.7857142857142857,96,0.4247787610619469
tinystories,s3,by_edit_type,transposition+deletion,2,42,226,35,0.8333333333333334,102,0.45132743362831856
tinystories,s3,by_edit_type,transposition+deletion,3,42,226,36,0.8571428571428571,111,0.4911504424778761
tinystories,s3,by_edit_type,transposition+deletion,4,42,226,36,0.8571428571428571,118,0.5221238938053098
tinystories,s3,by_edit_type,transposition+insertion,1,66,307,60,0.9090909090909091,102,0.3322475570032573
tinystories,s3,by_edit_type,transposition+insertion,2,66,307,61,0.9242424242424242,124,0.40390879478827363
tinystories,s3,by_edit_type,transposition+insertion,3,66,307,61,0.9242424242424242,140,0.4560260586319218
tinystories,s3,by_edit_type,transposition+insertion,4,66,307,62,0.9393939393939394,150,0.48859934853420195
tinystories,s3,by_edit_type,transposition+substitution,1,100,437,70,0.7,160,0.36613272311212813
tinystories,s3,by_edit_type,transposition+substitution,2,100,437,77,0.77,207,0.47368421052631576
tinystories,s3,by_edit_type,transposition+substitution,3,100,437,83,0.83,223,0.5102974828375286
tinystories,s3,by_edit_type,transposition+substitution,4,100,437,86,0.86,234,0.5354691075514875
tinystories,s3,by_edit_type,transposition+transposition,1,62,320,51,0.8225806451612904,121,0.378125
tinystories,s3,by_edit_type,transposition+transposition,2,62,320,52,0.8387096774193549,147,0.459375
tinystories,s3,by_edit_type,transposition+transposition,3,62,320,55,0.8870967741935484,163,0.509375
tinystories,s3,by_edit_type,transposition+transposition,4,62,320,55,0.8870967741935484,164,0.5125
tinystories,s3,by_edit_operation,deletion,1,343,1785,225,0.6559766763848397,663,0.37142857142857144
tinystories,s3,by_edit_operation,deletion,2,343,1785,252,0.7346938775510204,796,0.4459383753501401
tinystories,s3,by_edit_operation,deletion,3,343,1785,267,0.7784256559766763,864,0.48403361344537815
tinystories,s3,by_edit_operation,deletion,4,343,1785,271,0.7900874635568513,911,0.5103641456582633
tinystories,s3,by_edit_operation,insertion,1,462,2131,392,0.8484848484848485,722,0.338808071328015
tinystories,s3,by_edit_operation,insertion,2,462,2131,416,0.9004329004329005,877,0.4115438761145002
tinystories,s3,by_edit_operation,insertion,3,462,2131,425,0.9199134199134199,957,0.44908493664946036
tinystories,s3,by_edit_operation,insertion,4,462,2131,428,0.9264069264069265,1021,0.4791177850774284
tinystories,s3,by_edit_operation,substitution,1,494,2280,344,0.6963562753036437,782,0.3429824561403509
tinystories,s3,by_edit_operation,substitution,2,494,2280,380,0.7692307692307693,967,0.42412280701754385
tinystories,s3,by_edit_operation,substitution,3,494,2280,400,0.8097165991902834,1045,0.4583333333333333
tinystories,s3,by_edit_operation,substitution,4,494,2280,411,0.8319838056680162,1093,0.4793859649122807
tinystories,s3,by_edit_operation,transposition,1,452,2162,346,0.7654867256637168,801,0.37049028677150786
tinystories,s3,by_edit_operation,transposition,2,452,2162,377,0.834070796460177,977,0.4518963922294172
tinystories,s3,by_edit_operation,transposition,3,452,2162,394,0.8716814159292036,1078,0.49861239592969475
tinystories,s3,by_edit_operation,transposition,4,452,2162,399,0.8827433628318584,1128,0.5217391304347826
tinystories,s3,by_context_bin,1-2,1,77,388,44,0.5714285714285714,63,0.16237113402061856
tinystories,s3,by_context_bin,1-2,2,77,388,51,0.6623376623376623,87,0.22422680412371135
tinystories,s3,by_context_bin,1-2,3,77,388,54,0.7012987012987013,100,0.25773195876288657
tinystories,s3,by_context_bin,1-2,4,77,388,57,0.7402597402597403,111,0.2860824742268041
tinystories,s3,by_context_bin,11-20,1,243,1151,202,0.831275720164609,510,0.4430929626411816
tinystories,s3,by_context_bin,11-20,2,243,1151,218,0.897119341563786,611,0.5308427454387489
tinystories,s3,by_context_bin,11-20,3,243,1151,226,0.9300411522633745,657,0.5708079930495221
tinystories,s3,by_context_bin,11-20,4,243,1151,228,0.9382716049382716,682,0.5925282363162467
tinystories,s3,by_context_bin,21-50,1,13,62,12,0.9230769230769231,26,0.41935483870967744
tinystories,s3,by_context_bin,21-50,2,13,62,12,0.9230769230769231,35,0.5645161290322581
tinystories,s3,by_context_bin,21-50,3,13,62,12,0.9230769230769231,35,0.5645161290322581
tinystories,s3,by_context_bin,21-50,4,13,62,12,0.9230769230769231,35,0.5645161290322581
tinystories,s3,by_context_bin,3-5,1,227,1067,149,0.6563876651982379,296,0.2774133083411434
tinystories,s3,by_context_bin,3-5,2,227,1067,168,0.7400881057268722,368,0.344892221180881
tinystories,s3,by_context_bin,3-5,3,227,1067,176,0.775330396475771,413,0.38706654170571697
tinystories,s3,by_context_bin,3-5,4,227,1067,180,0.7929515418502202,431,0.40393626991565135
tinystories,s3,by_context_bin,6-10,1,439,2098,341,0.7767653758542141,800,0.3813155386081983
tinystories,s3,by_context_bin,6-10,2,439,2098,364,0.8291571753986332,958,0.45662535748331745
tinystories,s3,by_context_bin,6-10,3,439,2098,379,0.8633257403189066,1040,0.49571020019065776
tinystories,s3,by_context_bin,6-10,4,439,2098,383,0.8724373576309795,1098,0.5233555767397522
wikitext2,s1,by_edit_type,deletion,1,204,1373,55,0.2696078431372549,178,0.12964311726147124
wikitext2,s1,by_edit_type,deletion,2,204,1373,71,0.3480392156862745,269,0.19592134013109977
wikitext2,s1,by_edit_type,deletion,3,204,1373,82,0.4019607843137255,321,0.2337946103423161
wikitext2,s1,by_edit_type,deletion,4,204,1373,89,0.4362745098039216,358,0.2607428987618354
wikitext2,s1,by_edit_type,insertion,1,243,1482,220,0.9053497942386831,201,0.13562753036437247
wikitext2,s1,by_edit_type,insertion,2,243,1482,231,0.9506172839506173,282,0.1902834008097166
wikitext2,s1,by_edit_type,insertion,3,243,1482,234,0.9629629629629629,338,0.22807017543859648
wikitext2,s1,by_edit_type,insertion,4,243,1482,236,0.9711934156378601,375,0.25303643724696356
wikitext2,s1,by_edit_type,substitution,1,227,1436,179,0.788546255506608,329,0.22910863509749305
wikitext2,s1,by_edit_type,substitution,2,227,1436,203,0.8942731277533039,468,0.32590529247910865
wikitext2,s1,by_edit_type,substitution,3,227,1436,203,0.8942731277533039,536,0.3732590529247911
wikitext2,s1,by_edit_type,substitution,4,227,1436,205,0.9030837004405287,570,0.3969359331476323
wikitext2,s1,by_edit_type,transposition,1,228,1457,173,0.7587719298245614,308,0.21139327385037748
wikitext2,s1,by_edit_type,transposition,2,228,1457,203,0.8903508771929824,469,0.3218943033630748
wikitext2,s1,by_edit_type,transposition,3,228,1457,209,0.9166666666666666,528,0.36238846945778996
wikitext2,s1,by_edit_type,transposition,4,228,1457,211,0.9254385964912281,562,0.3857240905971174
wikitext2,s1,by_edit_operation,deletion,1,204,1373,55,0.2696078431372549,178,0.12964311726147124
wikitext2,s1,by_edit_operation,deletion,2,204,1373,71,0.3480392156862745,269,0.19592134013109977
wikitext2,s1,by_edit_operation,deletion,3,204,1373,82,0.4019607843137255,321,0.2337946103423161
wikitext2,s1,by_edit_operation,deletion,4,204,1373,89,0.4362745098039216,358,0.2607428987618354
wikitext2,s1,by_edit_operation,insertion,1,243,1482,220,0.9053497942386831,201,0.13562753036437247
wikitext2,s1,by_edit_operation,insertion,2,243,1482,231,0.9506172839506173,282,0.1902834008097166
wikitext2,s1,by_edit_operation,insertion,3,243,1482,234,0.9629629629629629,338,0.22807017543859648
wikitext2,s1,by_edit_operation,insertion,4,243,1482,236,0.9711934156378601,375,0.25303643724696356
wikitext2,s1,by_edit_operation,substitution,1,227,1436,179,0.788546255506608,329,0.22910863509749305
wikitext2,s1,by_edit_operation,substitution,2,227,1436,203,0.8942731277533039,468,0.32590529247910865
wikitext2,s1,by_edit_operation,substitution,3,227,1436,203,0.8942731277533039,536,0.3732590529247911
wikitext2,s1,by_edit_operation,substitution,4,227,1436,205,0.9030837004405287,570,0.3969359331476323
wikitext2,s1,by_edit_operation,transposition,1,228,1457,173,0.7587719298245614,308,0.21139327385037748
wikitext2,s1,by_edit_operation,transposition,2,228,1457,203,0.8903508771929824,469,0.3218943033630748
